GEO LEVEL,GEO COMPARISON,Year,GEO UNIT,ST,STATE,ST_ABBR,STCNTY,COUNTY,FIPS,E_TOTPOP,M_TOTPOP,E_HU,M_HU,E_HH,M_HH,E_POV,M_POV,E_UNEMP,M_UNEMP,E_PCI,M_PCI,E_NOHSDP,M_NOHSDP,E_AGE65,M_AGE65,E_AGE17,M_AGE17,E_DISABL,M_DISABL,E_SNGPNT,M_SNGPNT,E_MINRTY,M_MINRTY,E_LIMENG,M_LIMENG,E_MUNIT,M_MUNIT,E_MOBILE,M_MOBILE,E_CROWD,M_CROWD,E_NOVEH,M_NOVEH,E_GROUPQ,M_GROUPQ,EP_POV,MP_POV,EP_UNEMP,MP_UNEMP,EP_PCI,MP_PCI,EP_NOHSDP,MP_NOHSDP,EP_AGE65,MP_AGE65,EP_AGE17,MP_AGE17,EP_DISABL,EP_SNGPNT,MP_SNGPNT,EP_MINRTY,MP_MINRTY,EP_LIMENG,MP_LIMENG,EP_MUNIT,MP_MUNIT,EP_MOBILE,MP_MOBILE,EP_CROWD,MP_CROWD,EP_NOVEH,MP_NOVEH,EP_GROUPQ,MP_GROUPQ,EPL_POV,EPL_UNEMP,EPL_NOHSDP,SPL_THEME1,RPL_THEME1,EPL_AGE65,EPL_AGE17,EPL_DISABL,EPL_SNGPNT,SPL_THEME2,RPL_THEME2,EPL_MINRTY,EPL_LIMENG,SPL_THEME3,RPL_THEME3,EPL_MUNIT,EPL_MOBILE,EPL_CROWD,EPL_NOVEH,EPL_GROUPQ,SPL_THEME4,RPL_THEME4,SPL_THEMES,RPL_THEMES,F_POV,F_UNEMP,F_PCI,F_NOHSDP,F_THEME1,F_AGE65,F_AGE17,F_DISABL,F_SNGPNT,F_THEME2,F_MINRTY,F_LIMENG,F_THEME3,F_MUNIT,F_MOBILE,F_CROWD,F_NOVEH,F_GROUPQ,F_THEME4,F_TOTAL,E_UNINSUR,M_UNINSUR,EP_UNINSUR,MP_UNINSUR,E_DAYPOP
County,state,2016,county,48,Texas,TX,48363,Palo Pinto County,48363,27922,0,15323,57,10416,320,4916,671,852,251,24891,1355,3281,313,5090,53,6636,19,5053,1.8,1033,198,6780,38,,,463,111,2809,271,505,153,758,183,272,134,17.9,2.4,6.7,2,24891,1355,17.3,1.7,18.2,0.2,23.8,0.1,18.3,9.9,1.9,24.3,0.1,3.8,0.9,3,0.7,18.3,1.8,4.8,1.5,7.3,1.7,1,0.5,0.6364,0.6443,0.3794,2.0593,0.5099,0.6443,0.419,0.7194,0.6561,2.4387,0.83,0.2055,0.5059,0.7115,0.3557,0.6561,0.668,0.7115,0.8182,0.2253,3.0791,0.8142,8.2885,0.6561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,6029,741,21.8,2.7,24691
County,state,2016,county,48,Texas,TX,48365,Panola County,48365,23771,0,10980,66,8905,270,3372,612,498,146,25345,1899,2506,368,4032,44,5709,36,4055,1.6,592,161,6264,24,,,134,90,2998,286,215,86,292,98,423,173,14.6,2.7,4.7,1.4,25345,1899,15.7,2.3,17,0.2,24,0.2,17.2,6.6,1.8,26.4,0.1,1.9,0.7,1.2,0.8,27.3,2.6,2.4,1,3.3,1.1,1.8,0.7,0.3281,0.2569,0.2846,1.2174,0.1937,0.5652,0.4545,0.6126,0.2253,1.8577,0.3874,0.249,0.1858,0.4348,0.1858,0.3953,0.9249,0.2292,0.1976,0.498,2.2451,0.3399,5.7549,0.166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,,4158,534,17.7,2.3,23327
County,state,2016,county,48,Texas,TX,48367,Parker County,48367,123601,0,47883,145,43270,574,11377,1276,3405,401,32274,849,8896,622,18174,109,30385,0,15363,0.8,3090,409,18826,89,,,1174,214,9146,586,1129,239,1325,227,2323,372,9.4,1.1,5.6,0.6,32274,849,10.7,0.7,14.7,0.1,24.6,0,12.6,7.1,0.9,15.2,0.1,1.7,0.5,2.5,0.4,19.1,1.2,2.6,0.6,3.1,0.5,1.9,0.3,0.083,0.4269,0.0593,0.6285,0.0672,0.3992,0.5534,0.2095,0.2648,1.4269,0.1146,0.0632,0.17,0.2332,0.083,0.5731,0.7075,0.2885,0.1542,0.5296,2.253,0.3439,4.5415,0.0791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,18547,1194,15.3,1,108704
County,state,2016,county,48,Texas,TX,48369,Parmer County,48369,9921,0,3786,34,3219,149,1637,361,143,53,21655,1696,1885,167,1250,21,2924,23,1360,1.8,412,102,6384,63,,,111,69,515,114,318,98,126,49,83,81,16.8,3.7,3,1.1,21655,1696,31.4,2.8,12.6,0.2,29.5,0.2,13.8,12.8,3.1,64.3,0.6,14.8,2.7,2.9,1.8,13.6,3,9.9,3,3.9,1.5,0.8,0.8,0.5296,0.0711,0.8972,2.1739,0.5771,0.1976,0.8972,0.3004,0.9368,2.332,0.7787,0.834,0.9328,1.7668,0.8854,0.6443,0.415,0.9565,0.2767,0.17,2.4625,0.4466,8.7352,0.7668,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,0,1,,2132,294,21.7,3,11097
County,state,2016,county,48,Texas,TX,48371,Pecos County,48371,15826,0,5600,59,4334,209,1334,356,259,115,19738,1513,3302,312,1959,21,3870,68,1679,2.1,229,85,11650,17,,,300,123,1022,172,258,86,224,106,2092,186,9.7,2.6,4,1.7,19738,1513,31.2,2.9,12.4,0.1,24.5,0.4,12.2,5.3,2,73.6,0.1,9.1,1.8,5.4,2.2,18.3,3.1,6,2,5.2,2.4,13.2,1.2,0.0909,0.1542,0.8933,1.9644,0.4862,0.1739,0.5336,0.1818,0.087,0.9763,0.0395,0.913,0.8419,1.7549,0.8814,0.8182,0.668,0.83,0.5099,0.913,3.7391,0.9881,8.4348,0.6917,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,,2557,482,18.6,3.5,16455
County,state,2016,county,48,Texas,TX,48373,Polk County,48373,46583,0,23993,1267,17790,1353,7706,907,1739,436,21411,3116,6489,617,9128,25,9563,31,9997,1.5,1840,279,13369,71,,,398,165,5984,607,657,240,1029,260,4153,3024,18.2,2,9.4,1.7,21411,3116,19.5,1.8,19.6,0.1,20.5,0.1,23.5,10.3,1.4,28.7,0.2,2.9,0.7,1.7,0.7,24.9,2.1,3.7,1.3,5.8,1.4,8.9,6.5,0.6522,0.8735,0.5059,2.747,0.8261,0.7273,0.166,0.9209,0.7036,2.5178,0.8498,0.3083,0.3636,0.6719,0.3202,0.4822,0.8775,0.5494,0.6126,0.8577,3.3794,0.9051,9.3162,0.834,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,,8243,1423,19.4,2.3,43955
County,state,2016,county,48,Texas,TX,48375,Potter County,48375,121883,0,48997,151,43154,514,25187,1599,2572,406,20984,740,18056,775,14092,34,33675,24,13663,0.5,5237,445,65884,77,,,5248,422,3904,308,2555,322,3202,361,6901,357,21.9,1.4,4.6,0.7,20984,740,23.6,1,11.6,0.1,27.6,0,11.9,12.1,1,54.1,0.1,8.6,0.6,10.7,0.9,8,0.6,5.9,0.7,7.4,0.8,5.7,0.3,0.8538,0.2372,0.7273,2.5731,0.7628,0.1344,0.8063,0.1581,0.8972,1.996,0.4862,0.7194,0.834,1.5534,0.7984,0.9209,0.1858,0.8261,0.8379,0.7826,3.5534,0.9486,9.6759,0.8814,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,,26148,1106,22.7,1,155839
County,state,2016,county,48,Texas,TX,48377,Presidio County,48377,7144,0,3959,139,2565,189,1749,456,248,157,16326,1686,2010,240,1464,97,2012,137,1548,3.7,206,81,6086,123,,,24,36,858,172,170,75,219,98,5,9,24.5,6.4,9.2,5.8,16326,1686,43.2,5,20.5,1.4,28.2,1.9,21.7,8,3.1,85.2,1.7,29.9,4.7,0.6,0.9,21.7,4.2,6.6,2.9,8.5,3.7,0.1,0.1,0.9328,0.8538,0.9881,3.7312,0.9684,0.7668,0.8538,0.8775,0.3715,2.8696,0.9605,0.9447,0.9921,1.9368,0.9802,0.2174,0.8024,0.8735,0.9328,0.0514,2.8775,0.7075,11.415,0.9763,1,0,1,1,3,0,0,0,0,0,1,1,2,0,0,0,1,0,1,,2562,396,35.9,5.5,6725
County,state,2016,county,48,Texas,TX,48379,Rains County,48379,11087,0,5285,29,4252,172,1174,281,315,101,23577,1298,1477,254,2631,59,2275,61,2215,2.2,297,106,1554,25,,,91,42,1303,175,179,69,159,58,69,31,10.7,2.6,6.6,2.1,23577,1298,18.1,3.1,23.7,0.5,20.5,0.6,20.1,7,2.5,14,0.2,0.9,0.8,1.7,0.8,24.7,3.3,4.2,1.6,3.7,1.4,0.6,0.3,0.1344,0.6166,0.4466,1.7036,0.3636,0.8854,0.1621,0.8103,0.249,2.1067,0.6008,0.0474,0.0751,0.1225,0.0435,0.4941,0.8735,0.6403,0.2451,0.1028,2.3557,0.3794,6.2885,0.253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2078,305,18.9,2.8,7931
County,state,2016,county,48,Texas,TX,48381,Randall County,48381,128603,0,53404,170,48893,626,13245,1383,2406,424,31383,839,7468,635,17276,91,31366,22,14563,0.6,4305,459,33047,110,,,6210,522,4117,349,1135,260,1370,257,2262,349,10.5,1.1,3.5,0.6,31383,839,8.9,0.8,13.4,0.1,24.4,0,11.4,8.8,0.9,25.7,0.1,1.3,0.3,11.6,1,7.7,0.7,2.3,0.5,2.8,0.5,1.8,0.3,0.1107,0.1067,0.0395,0.3281,0.0277,0.2609,0.5178,0.1304,0.5059,1.415,0.1067,0.2411,0.1225,0.3636,0.166,0.9407,0.1779,0.2095,0.1107,0.4901,1.9289,0.2016,4.0356,0.0435,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,,16109,1204,12.6,0.9,99277
County,state,2016,county,48,Texas,TX,48383,Reagan County,48383,3625,0,1374,87,1190,94,630,205,77,71,25754,2599,668,122,380,78,1007,74,344,2.3,128,56,2467,129,,,0,18,215,72,31,27,57,38,35,55,17.5,5.8,4.3,3.9,25754,2599,28.5,5.2,10.5,2.2,27.8,2,9.6,10.8,4.7,68.1,3.6,11.9,4.1,0,1.3,15.6,5.4,2.6,2.3,4.8,3,1,1.5,0.5968,0.1937,0.8617,1.9644,0.4822,0.0791,0.8142,0.0632,0.7589,1.7154,0.2332,0.8775,0.9051,1.7826,0.9091,0,0.5296,0.2846,0.4229,0.2174,1.4545,0.0949,6.917,0.3913,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,,1105,240,30.8,6.7,4111
County,state,2016,county,48,Texas,TX,48385,Real County,48385,3348,0,2692,147,1192,129,599,184,82,70,21135,2332,488,148,1142,143,642,107,827,4.5,104,43,667,177,,,0,18,757,95,19,19,40,23,114,38,18.4,5.7,6.7,5.6,21135,2332,19.7,5.9,34.1,4.3,19.2,3.2,25.4,8.7,3.5,19.9,5.3,3.3,2.3,0,0.7,28.1,3.4,1.6,1.6,3.4,1.9,3.4,1.1,0.664,0.6443,0.5296,2.5771,0.7668,0.996,0.0711,0.9684,0.4901,2.5257,0.8656,0.1146,0.4308,0.5455,0.2411,0,0.9447,0.1186,0.2095,0.6798,1.9526,0.2095,7.6008,0.5415,0,0,0,0,0,1,0,1,0,2,0,0,0,0,1,0,0,0,1,,850,179,26.1,5.5,3277
County,state,2016,county,48,Texas,TX,48387,Red River County,48387,12455,0,6855,68,5163,241,2020,417,359,104,20798,1319,1751,215,2831,41,2498,14,2578,3,283,103,3330,20,,,74,55,1153,160,71,36,340,109,214,158,16.5,3.4,6.9,2,20798,1319,19.6,2.4,22.7,0.3,20.1,0.1,21.1,5.5,2,26.7,0.2,0.2,0.6,1.1,0.8,16.8,2.4,1.4,0.7,6.6,2,1.7,1.3,0.4901,0.6719,0.5217,2.4506,0.7115,0.8538,0.1146,0.8538,0.1028,1.9249,0.4308,0.2688,0.0079,0.2767,0.1067,0.3399,0.5929,0.083,0.7431,0.4822,2.2411,0.336,6.8933,0.3755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2244,335,18.3,2.8,10266
County,state,2016,county,48,Texas,TX,48389,Reeves County,48389,14438,0,4630,98,3764,177,1697,355,412,177,18458,2161,3751,332,1858,110,3276,107,1463,1.9,201,78,11777,53,,,81,46,528,130,169,113,236,89,2828,294,14.7,3.1,7.7,3.3,18458,2161,39,3.4,12.9,0.8,22.7,0.7,12.6,5.3,2.1,81.6,0.4,17,2.4,1.7,1,11.4,2.8,4.5,3,6.3,2.4,19.6,2,0.332,0.7589,0.9644,2.9526,0.8617,0.2253,0.3004,0.2095,0.0949,0.83,0.0198,0.9289,0.9526,1.8814,0.9605,0.5059,0.3202,0.668,0.7036,0.9605,3.1581,0.8538,8.8221,0.7747,0,0,0,1,1,0,0,0,0,0,1,1,2,0,0,0,0,1,1,,2267,336,19.5,2.8,14311
County,state,2016,county,48,Texas,TX,48391,Refugio County,48391,7315,0,3721,57,2761,145,1124,252,247,99,24776,1976,1006,157,1540,24,1721,0,1578,2.2,308,90,4187,18,,,12,22,462,116,110,63,206,63,170,140,15.8,3.5,7.5,3,24776,1976,20.2,3.2,21.1,0.3,23.5,0,22.1,11.2,3.2,57.2,0.2,2.7,1.3,0.3,0.6,12.4,3.1,4,2.3,7.5,2.3,2.3,1.9,0.4348,0.7352,0.585,2.1621,0.5692,0.7905,0.3794,0.8933,0.8024,2.8656,0.9565,0.751,0.3478,1.0988,0.5613,0.1304,0.3755,0.6008,0.8577,0.6047,2.5692,0.502,8.6957,0.7549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1195,236,16.7,3.3,7038
County,state,2016,county,48,Texas,TX,48393,Roberts County,48393,939,102,416,23,342,33,17,11,11,12,31655,4382,38,23,156,38,285,62,148,4.2,38,21,39,139,,,0,18,22,14,0,18,8,7,0,13,1.8,1.2,2.5,2.6,31655,4382,6.1,3.7,16.6,4.4,30.4,5.7,15.8,11.1,6.2,4.2,14.8,0,5.9,0,4.4,5.3,3.4,0,5.4,2.3,2.1,0,1.4,0,0.0514,0,0.1146,0.004,0.5375,0.9289,0.498,0.7945,2.7589,0.9328,0,0,0,0,0,0.083,0,0.0672,0,0.1502,0,3.0237,0.004,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,,118,54,12.6,5.7,800
County,state,2016,county,48,Texas,TX,48395,Robertson County,48395,16537,0,8540,46,6366,238,2460,472,613,125,22980,1185,1934,247,3055,98,4040,42,2432,1.9,659,157,6918,20,,,59,42,1950,229,134,52,549,137,204,83,15.1,2.9,7.9,1.7,22980,1185,17.4,2.3,18.5,0.6,24.4,0.3,14.9,10.4,2.4,41.8,0.1,3,1.1,0.7,0.5,22.8,2.7,2.1,0.8,8.6,2,1.2,0.5,0.3755,0.7708,0.3913,2.0988,0.5336,0.664,0.5217,0.4229,0.7075,2.3162,0.7628,0.5494,0.3834,0.9328,0.4625,0.249,0.834,0.1621,0.9368,0.3439,2.5257,0.4783,7.8735,0.5889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,,3124,453,19.1,2.8,14102
County,state,2016,county,48,Texas,TX,48397,Rockwall County,48397,88010,0,30789,92,29392,327,5380,1070,2457,435,37231,1305,4584,492,10288,123,24533,0,7431,0.9,1989,377,23945,70,,,1653,321,1424,315,584,170,791,195,694,251,6.2,1.2,5.4,1,37231,1305,8.1,0.9,11.7,0.1,27.9,0,8.5,6.8,1.3,27.2,0.1,2.6,0.5,5.4,1,4.6,1,2,0.6,2.7,0.7,0.8,0.3,0.0237,0.3834,0.0277,0.4427,0.0435,0.1383,0.83,0.0316,0.2372,1.2372,0.0632,0.2767,0.3281,0.6047,0.2806,0.8221,0.0593,0.1462,0.0949,0.1542,1.2767,0.0672,3.5613,0.0316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,10227,1005,11.7,1.1,76177
County,state,2016,county,48,Texas,TX,48399,Runnels County,48399,10411,0,5266,52,3792,157,1804,382,205,84,22856,2209,1493,170,2166,34,2475,46,1420,1.9,337,87,3868,6,,,22,24,348,92,28,33,123,63,223,103,17.8,3.8,4.6,1.8,22856,2209,21.2,2.4,20.8,0.3,23.8,0.4,13.9,8.9,2.3,37.2,0.1,1,0.8,0.4,0.5,6.6,1.7,0.7,0.9,3.2,1.6,2.1,1,0.6285,0.2372,0.6245,2.0711,0.5217,0.7787,0.4229,0.3043,0.5178,2.0237,0.5217,0.4427,0.087,0.5296,0.2332,0.1542,0.1304,0.0435,0.1779,0.585,1.0909,0.0356,5.7154,0.1621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1770,301,17.4,2.9,9143
County,state,2016,county,48,Texas,TX,48401,Rusk County,48401,53197,0,21323,126,17795,451,7945,935,1292,247,22704,956,7472,605,8080,35,12413,66,7706,1.2,1736,267,18644,13,,,368,99,4348,388,458,122,902,176,4835,316,16.5,1.9,5.9,1.1,22704,956,20.7,1.7,15.2,0.1,23.3,0.1,15.9,9.8,1.5,35,0,3,0.6,1.7,0.5,20.4,1.8,2.6,0.7,5.1,1,9.1,0.6,0.4901,0.4625,0.6008,2.1502,0.5652,0.419,0.3636,0.502,0.6403,1.9249,0.4348,0.3992,0.3794,0.7787,0.3913,0.498,0.7549,0.2727,0.4822,0.8617,2.8696,0.6996,7.7233,0.5613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,10092,950,20.8,2,48580
County,state,2016,county,48,Texas,TX,48403,Sabine County,48403,10367,0,8019,41,3682,251,2385,535,269,164,20120,2301,1100,206,3006,62,2156,32,2369,3.3,308,131,1416,57,,,36,24,3081,257,76,49,231,81,96,101,23.2,5.2,8.3,5,20120,2301,14.6,2.8,29,0.6,20.8,0.3,23,8.4,3.5,13.7,0.5,0.2,0.8,0.4,0.3,38.4,3.2,2.1,1.3,6.3,2.1,0.9,1,0.8933,0.7905,0.2134,2.6957,0.8103,0.9723,0.1858,0.9051,0.4229,2.4862,0.8419,0.0435,0.0119,0.0553,0.0119,0.17,0.996,0.1542,0.7036,0.2016,2.2253,0.332,7.4625,0.5257,0,0,0,0,0,1,0,1,0,2,0,0,0,0,1,0,0,0,1,,2273,366,22.1,3.6,9952
County,state,2016,county,48,Texas,TX,48405,San Augustine County,48405,8556,0,5350,51,2972,221,2213,447,370,137,19251,3386,1214,211,2155,76,1745,0,2189,3.1,188,77,2673,18,,,22,24,1154,175,117,65,228,83,256,134,26.6,5.4,14.1,4.7,19251,3386,19.5,3.5,25.2,0.9,20.4,0,26.3,6.3,2.5,31.2,0.2,0.3,0.8,0.4,0.5,21.6,3.3,3.9,2.2,7.7,2.6,3,1.6,0.9565,0.9802,0.5059,3.3123,0.9091,0.913,0.1423,0.9842,0.1858,2.2253,0.6838,0.3281,0.0316,0.3597,0.1621,0.1502,0.7984,0.585,0.8814,0.6561,3.0711,0.8103,8.9684,0.7905,1,1,0,0,2,1,0,1,0,2,0,0,0,0,0,0,0,0,0,,1775,313,21.3,3.8,7762
County,state,2016,county,48,Texas,TX,48407,San Jacinto County,48407,27172,0,13168,31,9631,470,4627,811,844,341,22563,1822,3272,421,5244,61,6169,28,5345,2.3,858,285,6773,66,,,107,96,3539,376,317,149,495,186,144,60,17.2,3,7.4,3,22563,1822,17.2,2.2,19.3,0.2,22.7,0.1,19.8,8.9,2.9,24.9,0.2,1.5,0.8,0.8,0.7,26.9,2.9,3.3,1.5,5.1,1.9,0.5,0.2,0.5573,0.7273,0.3636,2.253,0.6364,0.7036,0.3083,0.7945,0.5217,2.3281,0.7747,0.2134,0.1581,0.3715,0.17,0.2688,0.913,0.4545,0.4822,0.0751,2.1937,0.3083,7.1462,0.4545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,,5319,634,19.7,2.3,18173
County,state,2016,county,48,Texas,TX,48409,San Patricio County,48409,66706,0,27131,119,23237,422,9397,1019,1647,274,24008,865,9253,503,9417,85,18210,34,9720,0.8,2883,346,39955,23,,,863,197,2678,289,1442,261,1470,227,790,262,14.3,1.6,5.3,0.9,24008,865,21.9,1.2,14.1,0.1,27.3,0.1,14.7,12.4,1.5,59.9,0,4.6,0.7,3.2,0.7,9.9,1.1,6.2,1.1,6.3,1,1.2,0.4,0.3004,0.3715,0.6482,1.7866,0.415,0.3241,0.7826,0.3874,0.913,2.4071,0.8182,0.8024,0.6245,1.4269,0.7312,0.6719,0.2451,0.8498,0.7036,0.3083,2.7787,0.6245,8.3992,0.6838,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,,12879,958,19.5,1.5,60861
County,state,2016,county,48,Texas,TX,48411,San Saba County,48411,5881,0,3167,73,2110,128,930,254,94,50,19583,2095,1063,144,1284,53,1202,37,856,2.6,139,65,2001,18,,,0,25,456,95,41,32,127,52,715,175,18,4.8,3.9,2,19583,2095,25.5,3.2,21.8,0.9,20.4,0.6,16.5,6.6,3.1,34,0.3,7,2.3,0,0.8,14.4,3,1.9,1.5,6,2.3,12.2,3,0.6403,0.1304,0.7945,2.4111,0.6877,0.8221,0.1502,0.5375,0.2174,1.7273,0.2451,0.3794,0.7747,1.1542,0.6008,0,0.4427,0.1423,0.6482,0.8972,2.1304,0.2806,7.4229,0.5099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1020,167,19.6,3,5207
County,state,2016,county,48,Texas,TX,48413,Schleicher County,48413,3171,0,1491,10,1091,79,417,157,72,48,26408,5118,465,92,486,66,921,0,325,2.2,64,45,1633,17,,,8,17,297,77,99,46,75,40,0,13,13.2,4.9,4.6,3.1,26408,5118,23.7,4.7,15.3,2.1,29,0,10.2,5.9,4.2,51.5,0.5,7.5,3.2,0.5,1.2,19.9,5.2,9.1,4.2,6.9,3.7,0,0.4,0.2213,0.2372,0.7352,1.4585,0.2885,0.4308,0.8814,0.083,0.1621,1.5573,0.1581,0.6877,0.8024,1.4901,0.7708,0.1976,0.7312,0.9447,0.7747,0,2.6482,0.5494,7.1542,0.4585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,,707,196,22.3,6.2,2586
County,state,2016,county,48,Texas,TX,48415,Scurry County,48415,17314,0,7185,90,5908,270,1261,325,321,126,23758,1547,2153,237,2413,85,4458,56,2194,2.3,540,163,7899,46,,,51,44,833,211,228,135,266,137,1826,223,8.1,2.1,4.3,1.7,23758,1547,19.3,2.1,13.9,0.5,25.7,0.3,13.9,9.1,2.7,45.6,0.3,3.3,1.2,0.7,0.6,11.6,3,3.9,2.3,4.5,2.3,10.5,1.3,0.0553,0.1937,0.4862,1.2213,0.1976,0.3004,0.6522,0.3043,0.5494,1.8063,0.3281,0.6364,0.4229,1.0593,0.5336,0.2569,0.332,0.5731,0.3636,0.8854,2.4111,0.4071,6.498,0.3043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2338,476,14.8,3,19635
County,state,2016,county,48,Texas,TX,48417,Shackelford County,48417,3323,0,1760,21,1317,92,609,189,77,49,24190,2235,347,93,571,14,812,21,604,3.1,121,50,473,13,,,19,22,311,75,30,25,76,50,22,9,18.5,5.7,4.9,3.2,24190,2235,15.5,4.1,17.2,0.4,24.4,0.6,18.3,9.2,3.8,14.2,0.4,1,1.7,1.1,1.3,17.7,4.3,2.3,1.9,5.8,3.8,0.7,0.3,0.6719,0.2925,0.2648,1.6838,0.3518,0.5771,0.5257,0.7194,0.5692,2.3913,0.8103,0.0514,0.083,0.1344,0.0474,0.3439,0.6364,0.1937,0.6126,0.1186,1.9051,0.1818,6.1146,0.2253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,586,136,17.7,4.1,2940
County,state,2016,county,48,Texas,TX,48419,Shelby County,48419,25705,0,11928,43,9120,281,5792,808,1007,325,20233,1198,4040,403,4095,89,6919,160,4587,1.7,1001,225,9594,9,,,49,33,3617,348,215,109,620,169,214,113,22.8,3.2,9.6,2.9,20233,1198,24.6,2.5,15.9,0.3,26.9,0.6,18,11,2.4,37.3,0,4,1.1,0.4,0.3,30.3,2.9,2.4,1.2,6.8,1.8,0.8,0.4,0.8814,0.8933,0.7549,3.3202,0.913,0.4862,0.7431,0.6917,0.7747,2.6957,0.9249,0.4585,0.5415,1,0.502,0.1462,0.9526,0.2213,0.7708,0.1621,2.253,0.3478,9.2688,0.8221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,,6338,588,24.8,2.3,25357
County,state,2016,county,48,Texas,TX,48421,Sherman County,48421,3069,0,1335,55,1017,72,413,103,16,13,23863,2522,535,85,392,60,748,127,510,4.5,72,30,1330,95,,,8,10,166,45,13,11,9,8,35,39,13.6,3.4,1,0.8,23863,2522,25.7,3.9,12.8,2,24.4,4.1,16.8,7.1,3,43.3,3.1,7.4,2.8,0.6,0.8,12.4,3.3,1.3,1.1,0.9,0.8,1.1,1.3,0.253,0.0079,0.7984,1.5336,0.2964,0.2095,0.502,0.585,0.2609,1.5573,0.1621,0.5889,0.7866,1.3755,0.6996,0.2134,0.3755,0.0672,0.0158,0.2885,0.9605,0.0277,5.4269,0.1265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,719,126,23.7,4.2,3281
County,state,2016,county,48,Texas,TX,48423,Smith County,48423,219745,0,88484,186,78040,774,36474,2315,6899,631,25299,601,21817,1209,33822,130,54861,0,28957,0.6,6745,602,86152,70,,,6939,562,10076,763,2676,389,3659,391,5114,462,17,1.1,6.6,0.6,25299,601,15.3,0.8,15.4,0.1,25,0,13.3,8.6,0.8,39.2,0,4.5,0.4,7.8,0.6,11.4,0.9,3.4,0.5,4.7,0.5,2.3,0.2,0.5415,0.6166,0.253,1.7708,0.4071,0.4466,0.5889,0.249,0.4664,1.751,0.2688,0.4941,0.6047,1.0988,0.5613,0.8656,0.3202,0.4822,0.3992,0.6087,2.6759,0.5652,7.2964,0.4901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,40510,1949,18.6,0.9,237005
County,state,2016,county,48,Texas,TX,48425,Somervell County,48425,8673,0,3723,55,3241,220,1485,477,135,74,26547,2705,1023,246,1586,53,2052,0,981,2.6,369,169,1830,116,,,59,38,828,215,226,124,83,60,324,137,17.6,5.6,3.5,1.9,26547,2705,17.3,4.1,18.3,0.6,23.7,0,11.6,11.4,5.2,21.1,1.3,4.5,2.5,1.6,1,22.2,5.8,7,3.8,2.6,1.9,3.7,1.6,0.6047,0.1067,0.3794,1.3478,0.2451,0.6561,0.4032,0.1502,0.834,2.0435,0.5455,0.1502,0.585,0.7352,0.3794,0.4664,0.8182,0.8933,0.083,0.7154,2.9763,0.751,7.1028,0.4466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1650,389,19.5,4.6,9290
County,state,2016,county,48,Texas,TX,48427,Starr County,48427,63008,0,19639,67,16219,375,23445,1616,3519,486,12663,869,17869,648,7027,0,21013,0,11258,1.1,2753,349,62529,159,,,232,110,1652,272,2053,303,1529,262,638,201,37.6,2.6,14.2,1.9,12663,869,51.5,1.9,11.2,0,33.3,0,18,17,2.1,99.2,0.3,30.8,1.4,1.2,0.6,8.4,1.4,12.7,1.8,9.4,1.6,1,0.3,0.996,0.9842,1,3.9763,1,0.1028,0.9802,0.6917,0.9921,2.7668,0.9368,1,0.996,1.996,1,0.3834,0.2095,0.9842,0.9565,0.2372,2.7708,0.6166,11.5099,0.9802,1,1,1,1,4,0,1,0,1,2,1,1,2,0,0,1,1,0,2,,21941,1001,35.1,1.6,60652
