GEO LEVEL,GEO COMPARISON,Year,GEO UNIT,ST,STATE,ST_ABBR,STCNTY,COUNTY,FIPS,E_TOTPOP,M_TOTPOP,E_HU,M_HU,E_HH,M_HH,E_POV,M_POV,E_UNEMP,M_UNEMP,E_PCI,M_PCI,E_NOHSDP,M_NOHSDP,E_AGE65,M_AGE65,E_AGE17,M_AGE17,E_DISABL,M_DISABL,E_SNGPNT,M_SNGPNT,E_MINRTY,M_MINRTY,E_LIMENG,M_LIMENG,E_MUNIT,M_MUNIT,E_MOBILE,M_MOBILE,E_CROWD,M_CROWD,E_NOVEH,M_NOVEH,E_GROUPQ,M_GROUPQ,EP_POV,MP_POV,EP_UNEMP,MP_UNEMP,EP_PCI,MP_PCI,EP_NOHSDP,MP_NOHSDP,EP_AGE65,MP_AGE65,EP_AGE17,MP_AGE17,EP_DISABL,EP_SNGPNT,MP_SNGPNT,EP_MINRTY,MP_MINRTY,EP_LIMENG,MP_LIMENG,EP_MUNIT,MP_MUNIT,EP_MOBILE,MP_MOBILE,EP_CROWD,MP_CROWD,EP_NOVEH,MP_NOVEH,EP_GROUPQ,MP_GROUPQ,EPL_POV,EPL_UNEMP,EPL_NOHSDP,SPL_THEME1,RPL_THEME1,EPL_AGE65,EPL_AGE17,EPL_DISABL,EPL_SNGPNT,SPL_THEME2,RPL_THEME2,EPL_MINRTY,EPL_LIMENG,SPL_THEME3,RPL_THEME3,EPL_MUNIT,EPL_MOBILE,EPL_CROWD,EPL_NOVEH,EPL_GROUPQ,SPL_THEME4,RPL_THEME4,SPL_THEMES,RPL_THEMES,F_POV,F_UNEMP,F_PCI,F_NOHSDP,F_THEME1,F_AGE65,F_AGE17,F_DISABL,F_SNGPNT,F_THEME2,F_MINRTY,F_LIMENG,F_THEME3,F_MUNIT,F_MOBILE,F_CROWD,F_NOVEH,F_GROUPQ,F_THEME4,F_TOTAL,E_UNINSUR,M_UNINSUR,EP_UNINSUR,MP_UNINSUR,E_DAYPOP
County,state,2016,county,48,Texas,TX,48297,Live Oak County,48297,11976,0,6098,229,3670,315,1649,376,151,87,22047,2480,1801,290,2368,33,2472,126,1767,2.5,231,101,5277,20,,,17,19,1480,189,175,86,119,54,1603,634,15.9,3.5,3.4,1.9,22047,2480,20.8,3.2,19.8,0.3,20.6,1.1,17,6.3,2.7,44.1,0.2,5.9,2.2,0.3,0.3,24.3,3,4.8,2.3,3.2,1.4,13.4,5.3,0.4427,0.0988,0.6047,1.8103,0.419,0.7352,0.1779,0.6008,0.1818,1.6957,0.2253,0.6126,0.7115,1.3241,0.664,0.1186,0.8656,0.6996,0.1779,0.9209,2.7826,0.6285,7.6126,0.5494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,2072,488,20,4.1,11375
County,state,2016,county,48,Texas,TX,48299,Llano County,48299,19624,0,14779,62,8796,332,2672,531,597,231,34633,2802,2105,360,6729,88,3016,131,4755,2.6,423,143,2464,4,,,351,133,1987,303,230,132,405,142,216,124,13.8,2.7,7.7,3,34633,2802,13.5,2.3,34.3,0.4,15.4,0.7,24.5,4.8,1.6,12.6,0,2.3,1.2,2.4,0.9,13.4,2.1,2.6,1.5,4.6,1.6,1.1,0.6,0.2806,0.7589,0.1739,1.253,0.2095,1,0.0198,0.9526,0.0672,2.0395,0.5375,0.0158,0.2609,0.2767,0.1028,0.5613,0.4111,0.2964,0.3834,0.2688,1.9209,0.1937,5.4901,0.1423,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,,3457,456,17.8,2.3,16975
County,state,2016,county,48,Texas,TX,48301,Loving County,48301,76,31,64,14,37,13,12,11,0,13,32707,8865,17,10,19,13,6,8,22,17.8,2,13,21,40,,,2,13,31,11,0,18,5,6,0,13,16.4,14.6,0,51,32707,8865,25.4,12.5,25,16.2,7.9,10,28.9,5.4,36,27.6,52,3.9,66.3,3.1,21.2,48.4,13.8,0,49.7,13.5,15.4,0,17.1,0.4822,0,0.7905,1.3241,0.2372,0.9091,0,1,0.0988,2.0079,0.502,0.2846,0.5296,0.8142,0.419,0.668,1,0,0.9881,0,2.6561,0.5534,6.8024,0.3676,0,0,0,0,0,1,0,1,0,2,0,0,0,0,1,0,1,0,2,,15,15,19.7,13.5,89
County,state,2016,county,48,Texas,TX,48303,Lubbock County,48303,294682,0,121242,295,109024,1079,55027,2918,8049,737,25139,502,25638,1006,34635,48,71082,51,42499,0.6,11679,770,132062,182,,,16827,891,6941,485,3496,465,6170,483,12085,713,19.5,1,5.4,0.5,25139,502,14.9,0.6,11.8,0.1,24.1,0,14.6,10.7,0.7,44.8,0.1,2,0.3,13.9,0.7,5.7,0.4,3.2,0.4,5.7,0.4,4.1,0.2,0.7312,0.3834,0.2292,1.7273,0.3794,0.1502,0.4664,0.3794,0.751,1.747,0.2569,0.6206,0.2134,0.834,0.4269,0.9644,0.0949,0.4387,0.5929,0.7352,2.8261,0.668,7.1344,0.4506,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,,46311,2008,16,0.7,316117
County,state,2016,county,48,Texas,TX,48305,Lynn County,48305,5723,0,2679,24,2157,86,1128,193,296,85,24299,2015,820,111,920,26,1503,14,1085,2.1,258,59,2908,18,,,45,24,349,71,37,22,95,41,27,15,19.8,3.4,11.1,3.2,24299,2015,22.1,2.9,16.1,0.5,26.3,0.2,19,12,2.7,50.8,0.3,4.2,1.7,1.7,0.9,13,2.6,1.7,1.1,4.4,1.9,0.5,0.3,0.7549,0.9368,0.664,2.7945,0.83,0.5059,0.7075,0.7549,0.8775,2.8458,0.9486,0.6838,0.5534,1.2372,0.6245,0.4901,0.4032,0.1265,0.3439,0.0711,1.4348,0.0791,8.3123,0.664,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1365,167,23.9,2.9,4926
County,state,2016,county,48,Texas,TX,48307,Mcculloch County,48307,8242,0,4277,28,3101,210,1484,441,155,77,22049,2032,1312,241,1785,37,1975,71,1473,3.2,350,132,3036,243,,,18,24,450,83,112,65,192,78,148,43,18.4,5.5,4.2,2,22049,2032,22.5,4,21.7,0.4,24,0.9,18.2,11.3,4.2,36.8,2.9,2.2,1.6,0.4,0.6,10.5,1.9,3.6,2.1,6.2,2.5,1.8,0.5,0.664,0.1858,0.6798,2.1897,0.5889,0.8182,0.4466,0.7075,0.8182,2.7905,0.9407,0.4387,0.2253,0.664,0.3123,0.1581,0.2727,0.5296,0.6917,0.5178,2.17,0.3004,7.8142,0.5731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1658,298,20.5,3.7,8013
County,state,2016,county,48,Texas,TX,48309,Mclennan County,48309,243394,0,97741,311,87185,889,46681,2016,6480,603,22878,545,23638,930,32625,62,60492,110,30561,0.4,9808,673,103923,83,,,10802,723,5608,422,2602,266,5866,461,9353,813,19.9,0.9,5.6,0.5,22878,545,16.2,0.6,13.4,0.1,24.9,0,12.8,11.2,0.8,42.7,0,4,0.4,11.1,0.7,5.7,0.4,3,0.3,6.7,0.5,3.8,0.3,0.7628,0.4269,0.2964,2.0593,0.5138,0.2609,0.5692,0.2253,0.8142,1.8696,0.3913,0.5731,0.5375,1.1107,0.5771,0.9328,0.0949,0.3874,0.7628,0.7273,2.9051,0.7273,7.9447,0.5968,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,,39453,2058,16.5,0.9,264188
County,state,2016,county,48,Texas,TX,48311,Mcmullen County,48311,671,128,416,50,233,46,59,45,50,37,27971,8978,88,45,188,71,164,89,165,10.7,14,16,329,166,,,0,18,107,41,21,22,23,20,0,13,8.8,6.7,15.2,10,27971,8978,18.6,8.9,28,9.7,24.4,12.4,24.6,6,6.8,49,22.9,7.8,10.8,0,4.4,25.7,9.1,9,9.6,9.9,8.7,0,1.9,0.0711,0.996,0.4625,1.7194,0.3755,0.9526,0.5296,0.9565,0.17,2.6087,0.9091,0.664,0.8103,1.4743,0.7589,0,0.8893,0.9407,0.9684,0,2.7984,0.6403,8.6008,0.7273,0,1,0,0,1,1,0,1,0,2,0,0,0,0,0,1,1,0,2,,92,55,13.7,8.8,928
County,state,2016,county,48,Texas,TX,48313,Madison County,48313,13843,0,5174,439,4121,429,1561,433,183,76,17698,2078,2214,221,2009,79,2071,363,1493,2.8,377,126,6091,20,,,141,81,1154,241,336,131,301,111,4429,1008,16.5,4,3.9,1.5,17698,2078,22.4,2,14.5,0.6,15,2.6,15.7,9.1,2.9,44,0.1,4.6,1.6,2.7,1.5,22.3,3.5,8.2,3.1,7.3,2.6,32,7.3,0.4901,0.1304,0.6759,2.2174,0.6087,0.3794,0.0119,0.4783,0.5573,1.4269,0.1107,0.6087,0.6206,1.2292,0.6206,0.6245,0.8221,0.9328,0.8182,0.9921,4.1897,1,9.0632,0.8024,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,2,,1810,348,19.1,3.2,15714
County,state,2016,county,48,Texas,TX,48315,Marion County,48315,10191,0,6256,49,4387,255,2161,366,368,140,22536,2122,1532,244,2410,28,1859,66,2333,2.6,169,69,2971,20,,,15,25,2067,225,77,52,247,93,138,55,21.6,3.7,9,3.2,22536,2122,19.7,3.2,23.6,0.3,18.2,0.6,23.2,3.9,1.6,29.2,0.2,0.3,0.8,0.2,0.4,33,3.6,1.8,1.2,5.6,2.1,1.4,0.5,0.8458,0.834,0.5296,2.8221,0.8379,0.8814,0.0435,0.917,0.0277,1.8696,0.3953,0.3162,0.0356,0.3518,0.1462,0.1028,0.9802,0.1304,0.581,0.3992,2.1937,0.3043,7.2372,0.4783,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,,1825,337,18.2,3.4,8061
County,state,2016,county,48,Texas,TX,48317,Martin County,48317,5451,0,1884,78,1629,89,571,225,86,51,27692,3245,731,117,679,68,1628,71,615,2.8,153,71,2589,148,,,0,25,378,95,125,56,35,32,69,84,10.6,4.2,3.4,1.9,27692,3245,22.7,3.7,12.5,1.2,29.9,1.3,11.4,9.4,4.4,47.5,2.7,4.6,2.1,0,1.4,20.1,5,7.7,3.4,2.1,1.9,1.3,1.5,0.1265,0.0988,0.6917,1.1146,0.1581,0.1858,0.9051,0.1304,0.5968,1.8182,0.3518,0.6443,0.6324,1.2767,0.6443,0,0.7391,0.917,0.0632,0.3636,2.083,0.2609,6.2925,0.2569,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,,1200,261,22.3,5,5426
County,state,2016,county,48,Texas,TX,48319,Mason County,48319,4064,0,2716,136,1688,139,604,214,100,86,25834,3111,337,91,1059,127,786,118,638,3.6,122,52,1156,182,,,61,58,267,90,8,18,66,57,12,16,14.9,5.3,4.4,3.7,25834,3111,10.9,3,26.1,3.1,19.3,2.9,15.7,7.2,3.1,28.4,4.5,3.2,2,2.2,2.1,9.8,3.2,0.5,1.1,3.9,3.3,0.3,0.4,0.3597,0.2095,0.0791,0.9486,0.1225,0.917,0.0791,0.4783,0.2727,1.747,0.2609,0.3043,0.419,0.7233,0.3676,0.5455,0.2372,0.0356,0.2767,0.0593,1.1542,0.0435,4.5731,0.083,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,,891,213,22,5.3,3798
County,state,2016,county,48,Texas,TX,48321,Matagorda County,48321,36719,0,19069,58,13666,425,7877,1187,1038,294,22939,1247,5306,520,5649,28,9576,57,5225,1.6,1546,330,20038,5,,,728,171,3280,418,538,180,719,226,416,124,21.7,3.3,6,1.7,22939,1247,22.3,2.2,15.4,0.1,26.1,0.2,14.4,11.3,2.4,54.6,0,6.6,1.4,3.8,0.9,17.2,2.2,3.9,1.3,5.3,1.6,1.1,0.3,0.8498,0.4862,0.6719,2.5731,0.7589,0.4466,0.6838,0.3715,0.8221,2.3241,0.7708,0.7312,0.7668,1.498,0.7747,0.7273,0.6206,0.5889,0.5257,0.2846,2.747,0.6008,9.1423,0.8063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,7810,620,21.5,1.7,34134
County,state,2016,county,48,Texas,TX,48323,Maverick County,48323,56830,0,18030,64,16221,288,13879,1426,2968,507,16086,828,13176,735,6398,64,18325,0,9274,1,2283,351,55252,32,,,658,190,1304,281,2074,394,1213,219,578,178,24.7,2.5,12.4,2,16086,828,41.3,2.3,11.3,0.1,32.2,0,16.5,14.1,2.2,97.2,0.1,27,1.9,3.6,1.1,7.2,1.6,12.8,2.4,7.5,1.3,1,0.3,0.9447,0.9565,0.9763,3.8379,0.9842,0.1107,0.9723,0.5375,0.9684,2.5889,0.8933,0.996,0.9842,1.9802,0.996,0.7075,0.1621,0.9921,0.8577,0.2411,2.9605,0.7431,11.3676,0.9605,1,1,1,1,4,0,1,0,1,2,1,1,2,0,0,1,0,0,1,,17530,1283,31.1,2.3,56681
County,state,2016,county,48,Texas,TX,48325,Medina County,48325,47920,0,18089,134,15104,401,6340,1120,1297,300,24731,1261,5556,538,7346,54,11495,126,6868,1.3,1048,225,26298,7,,,169,104,5490,426,635,192,759,207,2483,360,14,2.5,6,1.4,24731,1261,17.5,1.7,15.3,0.1,24,0.3,15.1,6.9,1.5,54.9,0,2.2,0.6,0.9,0.6,30.3,2.4,4.2,1.3,5,1.4,5.2,0.8,0.2885,0.4862,0.4071,1.5968,0.3202,0.4308,0.4506,0.4387,0.2451,1.5652,0.17,0.7391,0.2372,0.9763,0.4783,0.2885,0.9526,0.6324,0.4743,0.7668,3.1146,0.834,7.253,0.4862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,,6426,788,14.1,1.7,39567
County,state,2016,county,48,Texas,TX,48327,Menard County,48327,2163,0,1637,104,936,86,282,98,76,42,23331,5859,326,83,486,101,513,85,526,5.7,104,58,945,112,,,5,15,256,79,45,40,68,36,54,56,13.4,4.6,8.4,4.6,23331,5859,21.1,4.9,22.5,4.7,23.7,3.9,24.9,11.1,6.1,43.7,5.2,4.3,3.1,0.3,0.9,15.6,4.8,4.8,4.3,7.3,3.7,2.5,2.6,0.2411,0.8024,0.6126,2.1779,0.585,0.8498,0.415,0.9644,0.7945,3.0237,0.9802,0.5968,0.5731,1.17,0.6047,0.1265,0.5296,0.7075,0.8182,0.6206,2.8024,0.6522,9.1739,0.8182,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,,636,156,30.2,7.4,1660
County,state,2016,county,48,Texas,TX,48329,Midland County,48329,155817,0,57878,115,53960,475,12148,1277,2973,426,36869,1202,16018,1021,15759,95,43372,81,15758,0.7,5621,577,80276,130,,,7024,660,4808,508,3353,539,1995,340,1895,276,7.9,0.8,3.6,0.5,36869,1202,16.6,1.1,10.1,0.1,27.8,0.1,10.2,10.4,1.1,51.5,0.1,5.5,0.7,12.1,1.1,8.3,0.9,6.2,1,3.7,0.6,1.2,0.2,0.0474,0.1186,0.3202,0.502,0.0593,0.0632,0.8261,0.083,0.7154,1.6877,0.2174,0.6917,0.6838,1.3755,0.6996,0.9447,0.2055,0.8577,0.2451,0.332,2.585,0.5178,6.1502,0.2332,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,,30529,2215,19.7,1.4,172903
County,state,2016,county,48,Texas,TX,48331,Milam County,48331,24372,0,11352,70,9423,283,3692,641,984,293,22132,1012,3221,280,4749,53,6075,57,5086,2,784,183,8877,6,,,233,130,1682,270,339,136,725,218,467,145,15.5,2.7,9.6,2.8,22132,1012,19.7,1.7,19.5,0.2,24.9,0.2,21.3,8.3,1.9,36.4,0,2.3,0.9,2.1,1.1,14.8,2.4,3.6,1.4,7.7,2.3,1.9,0.6,0.3992,0.8933,0.5296,2.4704,0.7273,0.7194,0.581,0.8577,0.419,2.5771,0.8775,0.4308,0.2727,0.7036,0.3439,0.5296,0.4862,0.5257,0.8814,0.5455,2.9684,0.747,8.7194,0.7589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3474,497,14.5,2.1,21454
County,state,2016,county,48,Texas,TX,48333,Mills County,48333,4871,0,2880,149,1875,130,678,218,78,52,24099,3657,558,127,1315,130,1192,113,899,2.6,149,63,864,182,,,21,29,438,99,42,24,105,47,171,136,14.5,4.7,3.9,2.6,24099,3657,16.9,3.8,27,2.7,24.5,2.3,19.1,7.9,3.3,17.7,3.7,3.6,1.8,0.7,1,15.2,3.3,2.2,1.3,5.6,2.4,3.5,2.8,0.3162,0.1304,0.3439,1.253,0.2134,0.9447,0.5375,0.7708,0.3518,2.6047,0.9051,0.0791,0.4664,0.5455,0.2411,0.2609,0.498,0.1858,0.581,0.6838,2.2095,0.3241,6.6126,0.3202,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,,653,175,13.9,3.8,4298
County,state,2016,county,48,Texas,TX,48335,Mitchell County,48335,8995,0,4056,89,2660,194,654,224,193,122,19334,2136,1552,266,1266,65,1724,74,1065,3.2,147,91,4642,18,,,131,126,615,102,62,47,135,98,2474,210,10.2,3.5,6,3.7,19334,2136,25.2,4.4,14.1,0.7,19.2,0.8,16.3,5.5,3.4,51.6,0.2,4.7,1.9,3.2,3.1,15.2,2.5,2.3,1.8,5.1,3.6,27.5,2.3,0.0988,0.4862,0.7866,2.2332,0.6166,0.3241,0.0672,0.5217,0.1146,1.0277,0.0435,0.6957,0.6482,1.3439,0.6838,0.6798,0.498,0.2134,0.4822,0.9802,2.8538,0.6877,7.4585,0.5217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,1192,335,18.3,5.2,8236
County,state,2016,county,48,Texas,TX,48337,Montague County,48337,19384,0,10155,65,8083,279,3066,449,519,130,25403,1623,2424,270,4188,78,4449,0,3636,1.7,587,144,2594,20,,,249,115,1593,244,231,96,295,88,348,136,16.1,2.4,6,1.4,25403,1623,17.9,2,21.6,0.4,23,0,19.1,7.3,1.8,13.4,0.1,2.2,0.9,2.5,1.1,15.7,2.4,2.9,1.2,3.6,1.1,1.8,0.7,0.4506,0.4862,0.4387,1.7115,0.3676,0.8142,0.3241,0.7708,0.2806,2.1897,0.6482,0.0356,0.2292,0.2648,0.0988,0.5771,0.5375,0.3518,0.2372,0.5138,2.2174,0.3281,6.3834,0.2767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,4115,573,21.6,3,16699
County,state,2016,county,48,Texas,TX,48339,Montgomery County,48339,518849,0,196210,302,179587,1376,56804,3429,13664,1262,35912,629,44501,2047,62598,103,139106,18,54269,0.3,15787,1146,162387,249,,,21605,1192,26954,1144,6976,722,6460,688,3324,845,11,0.7,5.4,0.5,35912,629,13.2,0.6,12.1,0.1,26.8,0,10.5,8.8,0.6,31.3,0,4.5,0.3,11,0.6,13.7,0.6,3.9,0.4,3.6,0.4,0.6,0.2,0.1542,0.3834,0.1462,0.7154,0.0751,0.1621,0.7352,0.1067,0.502,1.5059,0.1383,0.332,0.6008,0.9328,0.4585,0.9289,0.4308,0.5771,0.2372,0.1067,2.2806,0.3557,5.4348,0.1304,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,,78770,3340,15.3,0.6,492705
County,state,2016,county,48,Texas,TX,48341,Moore County,48341,22186,0,7962,37,6772,247,3908,888,435,176,20159,968,4619,358,2146,5,7086,106,2924,1.9,715,191,14642,87,,,213,113,1354,201,728,201,368,140,175,40,17.8,4.1,3.9,1.6,20159,968,36.1,2.7,9.7,0.1,31.9,0.5,13.3,10.6,2.8,66,0.4,16.1,2.3,2.7,1.4,17,2.5,10.8,3,5.4,2,0.8,0.2,0.6285,0.1304,0.9407,2.4941,0.7352,0.0356,0.9605,0.249,0.7273,1.9723,0.4783,0.8656,0.9447,1.8103,0.9328,0.6206,0.6087,0.9605,0.5455,0.1581,2.8933,0.7194,9.17,0.8142,0,0,0,1,1,0,1,0,0,1,0,1,1,0,0,1,0,0,1,,4288,590,19.5,2.7,22498
County,state,2016,county,48,Texas,TX,48343,Morris County,48343,12653,0,6018,48,5015,208,2316,375,704,139,21616,2008,1161,199,2505,62,2890,0,2545,2.5,409,119,4349,13,,,68,43,650,157,222,108,377,91,152,107,18.6,3,12.9,2.6,21616,2008,13.1,2.3,19.8,0.5,22.8,0,20.4,8.2,2.4,34.4,0.1,2,0.9,1.1,0.7,10.8,2.6,4.4,2.1,7.5,1.8,1.2,0.8,0.6798,0.9684,0.1344,2.4704,0.7233,0.7352,0.3202,0.8379,0.3953,2.2885,0.7352,0.3874,0.2016,0.5889,0.2727,0.3597,0.2964,0.6522,0.8577,0.3162,2.4822,0.4625,7.83,0.581,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2090,371,16.7,3,12375
County,state,2016,county,48,Texas,TX,48345,Motley County,48345,1022,114,797,51,475,50,158,68,50,29,23131,2980,82,34,314,55,208,69,207,5.6,21,23,139,157,,,5,13,54,25,16,19,23,15,0,13,15.5,6.2,10,5.8,23131,2980,11.6,4.6,30.7,6.4,20.4,6.4,20.3,4.4,4.8,13.6,15.3,0,5.3,0.6,1.7,6.8,3.1,3.4,4.2,4.8,3.3,0,1.3,0.3992,0.913,0.0949,1.9526,0.4743,0.9842,0.1344,0.83,0.0553,2.004,0.4941,0.0395,0,0.0395,0.004,0.2292,0.1462,0.4664,0.4229,0,1.2648,0.0593,5.2609,0.1186,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,,256,75,25,6.6,993
County,state,2016,county,48,Texas,TX,48347,Nacogdoches County,48347,65556,0,27965,201,23942,443,14631,1261,2711,391,21343,963,6990,495,8385,102,15437,62,9771,1,2345,318,26109,46,,,2836,380,5194,395,698,182,1873,287,5459,415,24.4,2.1,8.8,1.2,21343,963,18.8,1.3,12.8,0.2,23.5,0.1,15.1,9.8,1.3,39.8,0.1,4.5,0.7,10.1,1.4,18.6,1.4,2.9,0.8,7.8,1.2,8.3,0.6,0.9249,0.8221,0.4704,2.9407,0.8577,0.2095,0.3834,0.4387,0.6443,1.6759,0.2095,0.502,0.6087,1.1107,0.5771,0.8972,0.6917,0.3597,0.9012,0.834,3.6838,0.9763,9.4111,0.8498,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,,13638,894,21.1,1.4,67532
County,state,2016,county,48,Texas,TX,48349,Navarro County,48349,48177,0,20478,95,17409,395,9418,983,2320,400,21347,905,7305,516,7796,54,12693,31,8945,1.5,2295,279,20264,4,,,589,196,3712,320,889,197,1324,233,898,223,19.9,2.1,10.4,1.8,21347,905,23.2,1.6,16.2,0.1,26.3,0.1,18.9,13.2,1.6,42.1,0,6.5,1,2.9,1,18.1,1.6,5.1,1.1,7.6,1.3,1.9,0.5,0.7628,0.9249,0.7115,3.1186,0.8854,0.5138,0.7233,0.751,0.9447,2.9328,0.9763,0.5573,0.7589,1.3162,0.6561,0.6403,0.664,0.751,0.8775,0.5257,3.4585,0.9328,10.8261,0.9407,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,,9825,728,20.7,1.5,49502
County,state,2016,county,48,Texas,TX,48351,Newton County,48351,14138,0,7155,47,4629,238,2272,564,734,198,19293,1573,1239,278,2499,48,3030,18,3592,3.2,397,122,3741,20,,,0,28,1967,251,35,36,142,72,166,107,16.2,4,14.2,3.7,19293,1573,13.3,3,17.7,0.3,21.4,0.1,25.8,8.6,2.6,26.5,0.1,0.3,0.6,0,0.4,27.5,3.5,0.8,0.8,3.1,1.6,1.2,0.8,0.4545,0.9842,0.1621,2.4664,0.7194,0.6166,0.2174,0.9723,0.4585,2.2648,0.7154,0.253,0.0395,0.2925,0.1265,0,0.9328,0.0514,0.1542,0.3004,1.4387,0.087,6.4625,0.3004,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,,2480,540,17.8,3.9,10386
County,state,2016,county,48,Texas,TX,48353,Nolan County,48353,15017,0,7122,79,5625,230,2572,445,437,146,22240,1710,1946,221,2555,53,3793,106,2660,1.6,659,136,6345,20,,,317,124,472,108,164,71,448,113,370,184,17.6,3.1,6.3,2.1,22240,1710,19.9,2.3,17,0.4,25.3,0.7,17.9,11.7,2.4,42.3,0.1,2.2,0.8,4.5,1.7,6.6,1.5,2.9,1.3,8,1.9,2.5,1.2,0.6047,0.5613,0.5613,2.3636,0.6601,0.5652,0.6126,0.6838,0.8577,2.7194,0.9289,0.5613,0.2411,0.8024,0.4071,0.7668,0.1304,0.3636,0.9091,0.6166,2.7866,0.6364,8.6719,0.7431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,,2646,365,17.8,2.5,15109
County,state,2016,county,48,Texas,TX,48355,Nueces County,48355,355667,0,145791,239,128133,1003,59095,3411,10785,868,25826,492,42845,1403,46263,86,89933,111,48710,0.5,15161,852,246114,104,,,14921,881,4750,380,6252,588,10556,809,7442,574,17,1,6.1,0.5,25826,492,18.7,0.6,13,0.1,25.3,0,13.9,11.8,0.7,69.2,0,3.3,0.2,10.2,0.6,3.3,0.3,4.9,0.5,8.2,0.6,2.1,0.2,0.5415,0.5296,0.4664,1.8458,0.4269,0.2372,0.6206,0.3043,0.8656,2.0277,0.5257,0.8893,0.4387,1.3281,0.668,0.9051,0.0356,0.7233,0.917,0.5731,3.1542,0.8498,8.3557,0.6759,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,,64298,2358,18.3,0.7,391263
County,state,2016,county,48,Texas,TX,48357,Ochiltree County,48357,10577,0,4069,43,3587,145,1322,407,245,104,24997,2383,1486,205,1054,40,3393,36,1122,1.6,328,111,5775,20,,,206,93,659,131,235,96,104,54,62,24,12.6,3.9,4.8,2,24997,2383,24.1,3.3,10,0.4,32.1,0.3,10.7,9.1,3.1,54.6,0.2,10.5,2.8,5.1,2.3,16.2,3.2,6.6,2.7,2.9,1.5,0.6,0.2,0.2095,0.2727,0.7431,1.6206,0.332,0.0553,0.9684,0.1146,0.5534,1.6917,0.2213,0.7352,0.8735,1.6087,0.8419,0.8063,0.5573,0.8696,0.1225,0.083,2.4387,0.4229,7.3597,0.498,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,,2501,388,23.8,3.7,11324
County,state,2016,county,48,Texas,TX,48359,Oldham County,48359,2069,0,799,158,616,166,215,77,43,28,23644,6140,181,62,325,62,703,127,248,3.9,34,21,551,215,,,12,13,136,46,22,16,4,6,472,435,13.2,4.7,5.5,3.4,23644,6140,15.2,4.7,15.7,3,34,6.1,15.3,5.5,3.1,26.6,10.4,1.2,2.7,1.5,1.7,17,4.3,3.6,2.4,0.6,0.9,22.8,21,0.2213,0.4071,0.249,1.3715,0.2648,0.4664,0.9921,0.4506,0.1107,2.0198,0.5178,0.2609,0.1107,0.3715,0.17,0.4427,0.6087,0.5138,0.0119,0.9644,2.5415,0.4901,6.3043,0.2609,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,,200,79,12.3,3.4,2635
County,state,2016,county,48,Texas,TX,48361,Orange County,48361,83751,0,36212,85,32269,454,12590,1420,2922,341,26611,998,6034,557,12586,57,20733,16,13811,0.9,3445,396,15255,111,,,1631,302,6200,524,944,206,1763,297,804,161,15.2,1.7,7.5,0.9,26611,998,10.8,1,15,0.1,24.8,0,16.6,10.7,1.2,18.2,0.1,0.7,0.3,4.5,0.8,17.1,1.4,2.9,0.6,5.5,0.9,1,0.2,0.3794,0.7352,0.0711,1.4387,0.2846,0.4111,0.5613,0.5652,0.7431,2.2806,0.7273,0.087,0.0553,0.1423,0.0514,0.7708,0.6166,0.3715,0.5613,0.2095,2.5296,0.4822,6.3913,0.2846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,12936,858,15.6,1,76031
