ST,STATE,ST_ABBR,STCNTY,COUNTY,FIPS,LOCATION,AREA_SQMI,E_TOTPOP,M_TOTPOP,E_HU,M_HU,E_HH,M_HH,E_POV150,M_POV150,E_UNEMP,M_UNEMP,E_HBURD,M_HBURD,E_NOHSDP,M_NOHSDP,E_UNINSUR,M_UNINSUR,E_AGE65,M_AGE65,E_AGE17,M_AGE17,E_DISABL,M_DISABL,E_SNGPNT,M_SNGPNT,E_LIMENG,M_LIMENG,E_MINRTY,M_MINRTY,E_MUNIT,M_MUNIT,E_MOBILE,M_MOBILE,E_CROWD,M_CROWD,E_NOVEH,M_NOVEH,E_GROUPQ,M_GROUPQ,EP_POV150,MP_POV150,EP_UNEMP,MP_UNEMP,EP_HBURD,MP_HBURD,EP_NOHSDP,MP_NOHSDP,EP_UNINSUR,MP_UNINSUR,EP_AGE65,MP_AGE65,EP_AGE17,MP_AGE17,EP_DISABL,MP_DISABL,EP_SNGPNT,MP_SNGPNT,EP_LIMENG,MP_LIMENG,EP_MINRTY,MP_MINRTY,EP_MUNIT,MP_MUNIT,EP_MOBILE,MP_MOBILE,EP_CROWD,MP_CROWD,EP_NOVEH,MP_NOVEH,EP_GROUPQ,MP_GROUPQ,EPL_POV150,EPL_UNEMP,EPL_HBURD,EPL_NOHSDP,EPL_UNINSUR,SPL_THEME1,RPL_THEME1,EPL_AGE65,EPL_AGE17,EPL_DISABL,EPL_SNGPNT,EPL_LIMENG,SPL_THEME2,RPL_THEME2,EPL_MINRTY,SPL_THEME3,RPL_THEME3,EPL_MUNIT,EPL_MOBILE,EPL_CROWD,EPL_NOVEH,EPL_GROUPQ,SPL_THEME4,RPL_THEME4,SPL_THEMES,RPL_THEMES,F_POV150,F_UNEMP,F_HBURD,F_NOHSDP,F_UNINSUR,F_THEME1,F_AGE65,F_AGE17,F_DISABL,F_SNGPNT,F_LIMENG,F_THEME2,F_MINRTY,F_THEME3,F_MUNIT,F_MOBILE,F_CROWD,F_NOVEH,F_GROUPQ,F_THEME4,F_TOTAL,E_DAYPOP,E_NOINT,M_NOINT,E_AFAM,M_AFAM,E_HISP,M_HISP,E_ASIAN,M_ASIAN,E_AIAN,M_AIAN,E_NHPI,M_NHPI,E_TWOMORE,M_TWOMORE,E_OTHERRACE,M_OTHERRACE,EP_NOINT,MP_NOINT,EP_AFAM,MP_AFAM,EP_HISP,MP_HISP,EP_ASIAN,MP_ASIAN,EP_AIAN,MP_AIAN,EP_NHPI,MP_NHPI,EP_TWOMORE,MP_TWOMORE,EP_OTHERRACE,MP_OTHERRACE
48,Texas,TX,48333,Mills,48333,"Mills County, Texas",748.2242851,4877,0,2913,152,1752,158,986,218,50,54,472,140,622,184,971,237,1433,147,874,174,1025,196,125,97,158,95,1216,188,4,15,255,72,13,13,28,23,165,104,21.1,4.6,2.3,2.5,26.9,7.6,17.2,4.5,20.6,5,29.4,3,17.9,3.6,21.7,4.1,7.1,5.5,3.3,2,24.9,3.9,0.1,0.5,8.8,2.3,0.7,0.7,1.6,1.3,3.4,2.1,0.2846,0.0949,0.8775,0.5178,0.7787,2.5535,0.5455,0.9605,0.0474,0.913,0.5929,0.5059,3.0197,0.8063,0.1818,0.1818,0.1818,0.0949,0.2213,0.0435,0.0474,0.7036,1.1107,0.0395,6.8657,0.2806,0,0,0,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,2,3945,797,277,23,29,1113,180,6,9,4,6,0,14,70,44,0,0,16.9,0.4,0.5,0.6,22.8,3.7,0.1,0.2,0.1,0.1,0,0.9,1.4,0.9,0,0.9
48,Texas,TX,48335,Mitchell,48335,"Mitchell County, Texas",911.089108,8256,0,4077,271,2419,307,1246,408,97,84,373,172,796,174,1106,341,1301,152,1700,159,1039,275,56,53,409,309,4298,299,144,102,528,119,193,148,57,53,1846,717,19.8,6.2,3.2,2.8,15.4,6.8,15.2,3.2,17.3,4.7,15.8,1.8,20.6,1.9,16.2,3.7,2.3,2.2,5.2,4,52.1,3.6,3.5,2.5,13,2.7,8,6,2.4,2.2,22.4,8.7,0.1976,0.1818,0.1344,0.415,0.5257,1.4545,0.1344,0.3992,0.166,0.5138,0.0395,0.7036,1.8221,0.1107,0.6759,0.6759,0.6759,0.664,0.4427,0.9249,0.1107,0.9644,3.1067,0.83,7.0592,0.3478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,2,6876,1176,934,727,241,3329,0,56,104,67,105,0,20,119,94,0,0,18.3,2.1,8.8,2.9,40.3,0,0.7,1.3,0.8,1.3,0,0.5,1.4,1.1,0,0.5
48,Texas,TX,48337,Montague,48337,"Montague County, Texas",930.9052854,19640,0,10285,69,7969,289,4594,683,543,180,1648,314,1851,300,2941,575,4368,112,4418,71,3698,386,531,202,172,143,2857,131,68,41,1539,212,179,97,312,108,356,153,23.8,3.5,6.2,2.1,20.7,3.9,13.3,2.2,15.2,3,22.2,0.6,22.5,0.4,19.1,2,6.7,2.5,0.9,0.8,14.5,0.7,0.7,0.4,15,2.1,2.2,1.2,3.9,1.4,1.8,0.8,0.3874,0.7036,0.5138,0.2885,0.332,2.2253,0.3913,0.7708,0.3439,0.7747,0.5099,0.0909,2.4902,0.5534,0.0316,0.0316,0.0316,0.2213,0.5099,0.1976,0.336,0.5257,1.7905,0.1581,6.5376,0.2292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15831,4137,739,150,66,2202,0,0,22,76,56,0,22,429,91,0,0,21.5,0.2,0.8,0.3,11.2,0,0,0.2,0.4,0.3,0,0.2,2.2,0.5,0,0.2
48,Texas,TX,48339,Montgomery,48339,"Montgomery County, Texas",1042.180859,590188,0,223599,131,205719,1358,94218,5372,13655,1394,44252,2384,41754,2726,86170,4420,77536,53,155264,100,58846,2477,11298,1187,22597,1770,207033,2278,29649,1741,29959,1613,7372,944,6963,857,2645,352,16.1,0.9,4.6,0.5,21.5,1.2,10.8,0.7,14.7,0.8,13.1,0.1,26.3,0,10,0.4,5.5,0.6,4.1,0.3,35.1,0.4,13.3,0.8,13.4,0.7,3.6,0.5,3.4,0.4,0.4,0.1,0.0988,0.4387,0.5692,0.1423,0.2846,1.5336,0.1581,0.1937,0.7312,0.0949,0.3478,0.5929,1.9605,0.17,0.3676,0.3676,0.3676,0.9526,0.4585,0.4783,0.2648,0.0711,2.2253,0.3399,6.087,0.1779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,557981,40479,3864,29373,1226,144951,0,17378,694,1051,241,137,127,13011,1716,1132,1132,6.9,0.7,5,0.2,24.6,0,2.9,0.1,0.2,0.1,0,0.1,2.2,0.3,0.2,0.1
48,Texas,TX,48341,Moore,48341,"Moore County, Texas",899.6976569,21169,0,8119,30,6659,269,4272,748,373,184,1362,274,4298,368,4118,812,2343,87,6751,86,2078,303,430,138,3311,495,14438,147,324,168,1332,262,410,143,512,184,167,43,20.4,3.6,3.7,1.8,20.5,4,34.6,2.9,19.6,3.9,11.1,0.4,31.9,0.4,9.9,1.4,6.5,2.1,17.3,2.6,68.2,0.7,4,2.1,16.4,3.2,6.2,2.1,7.7,2.7,0.8,0.2,0.2411,0.253,0.4862,0.9565,0.7233,2.6601,0.5889,0.0751,0.9605,0.087,0.4822,0.9644,2.5692,0.6166,0.8498,0.8498,0.8498,0.7036,0.6324,0.8617,0.8735,0.1818,3.253,0.8814,9.3321,0.7589,0,0,0,1,0,1,0,1,0,0,1,2,0,0,0,0,0,0,0,0,3,21504,2515,709,773,52,12032,0,1335,69,44,51,0,26,230,96,24,24,12,3.4,3.7,0.2,56.8,0,6.3,0.3,0.2,0.2,0,0.2,1.1,0.5,0.1,0.2
48,Texas,TX,48343,Morris,48343,"Morris County, Texas",251.9890931,12357,0,6046,24,5170,217,3673,487,401,147,1016,188,764,134,1520,301,2659,36,2853,21,2353,373,364,127,115,121,4440,122,106,54,631,146,144,98,327,93,155,46,30.4,4,7.4,2.7,19.7,3.5,8.9,1.6,12.5,2.5,21.5,0.3,23.1,0.2,19.3,3,7,2.4,1,1,35.9,1,1.8,0.9,10.4,2.4,2.8,1.9,6.3,1.8,1.3,0.4,0.7352,0.8379,0.4032,0.0632,0.1423,2.1818,0.3755,0.7352,0.3953,0.7905,0.5731,0.1067,2.6008,0.6403,0.3834,0.3834,0.3834,0.4664,0.336,0.3123,0.7036,0.4032,2.2215,0.336,7.3875,0.4032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11557,2010,391,2898,87,1259,0,15,22,25,27,7,12,236,75,0,0,16.5,0.1,23.5,0.7,10.2,0,0.1,0.2,0.2,0.2,0.1,0.1,1.9,0.6,0,0.4
48,Texas,TX,48345,Motley,48345,"Motley County, Texas",989.5654877,1362,127,781,69,496,63,237,83,29,24,62,34,113,39,258,74,414,76,287,68,255,77,54,27,6,54,291,110,4,15,50,26,17,24,20,14,0,14,17.4,5.9,4.6,3.5,12.5,6.7,11.3,3.9,18.9,4.9,30.4,5.7,21.1,4.6,18.7,5.4,10.9,5.3,0.5,4.2,21.4,7.8,0.5,1.9,6.4,3.2,3.4,4.8,4,2.9,0,1,0.1186,0.4387,0.0711,0.1818,0.6759,1.4861,0.1462,0.9684,0.2055,0.751,0.913,0.0593,2.8972,0.7787,0.1146,0.1146,0.1146,0.1818,0.1225,0.4229,0.3557,0,1.0829,0.0316,5.5808,0.1146,0,0,0,0,0,0,1,0,0,1,0,2,0,0,0,0,0,0,0,0,2,853,414,201,10,31,207,97,0,14,0,14,0,14,60,31,14,14,30.4,2.8,0.7,2.3,15.2,6.7,0,3.2,0,3.2,0,3.2,4.4,2.2,1,1.4
48,Texas,TX,48347,Nacogdoches,48347,"Nacogdoches County, Texas",946.323239,65080,0,28465,219,23765,585,21184,1427,2337,410,7406,719,6140,501,11435,915,9586,53,15067,54,11328,901,2010,424,2339,411,26530,479,3171,422,4923,466,1231,337,1569,309,5417,495,35.6,2.4,7.7,1.3,31.2,2.9,16.3,1.3,17.8,1.4,14.7,0.1,23.2,0.1,17.6,1.4,8.5,1.8,3.8,0.7,40.8,0.7,11.1,1.5,17.3,1.6,5.2,1.4,6.6,1.3,8.3,0.8,0.8656,0.8577,0.9763,0.4743,0.5889,3.7628,0.9209,0.3043,0.4111,0.6561,0.7668,0.5652,2.7035,0.7075,0.4901,0.4901,0.4901,0.917,0.6877,0.7668,0.7708,0.8538,3.9961,0.996,10.9525,0.9289,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,65180,8626,1057,11406,257,12775,0,781,157,242,90,14,20,1212,313,100,100,14.5,0.1,17.5,0.4,19.6,0,1.2,0.2,0.4,0.1,0,0.1,1.9,0.5,0.2,0.3
48,Texas,TX,48349,Navarro,48349,"Navarro County, Texas",1009.701636,49475,0,21182,98,17509,433,13967,1254,1123,272,4615,550,6435,541,8554,849,8426,65,13108,46,8435,552,1440,316,2901,434,22048,538,841,259,3703,404,937,227,759,154,908,231,28.8,2.6,4.9,1.2,26.4,3.1,20,1.7,17.6,1.8,17,0.1,26.5,0.1,17.3,1.1,8.2,1.8,6.3,0.9,44.6,1.1,4,1.2,17.5,1.9,5.4,1.3,4.3,0.9,1.8,0.5,0.6601,0.4941,0.8577,0.6838,0.5692,3.2649,0.7866,0.4941,0.747,0.6245,0.7194,0.8024,3.3874,0.917,0.581,0.581,0.581,0.7036,0.6996,0.7866,0.4032,0.5257,3.1187,0.834,10.352,0.8854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49579,8321,1088,5843,338,13803,0,318,74,148,80,766,94,1102,383,68,68,17.1,0.1,11.8,0.7,27.9,0,0.6,0.1,0.3,0.2,1.5,0.2,2.2,0.8,0.1,0.2
48,Texas,TX,48351,Newton,48351,"Newton County, Texas",933.6767004,13788,0,7402,37,5124,265,4939,746,648,235,961,230,1838,333,2884,527,2864,31,2743,13,2276,329,430,127,39,90,3692,125,50,41,2711,331,303,135,372,138,160,93,36.2,5.5,11,3.8,18.8,4.4,18.7,3.4,21.2,3.9,20.8,0.2,19.9,0.1,16.7,2.4,8.4,2.4,0.3,0.7,26.8,0.9,0.7,0.6,36.6,4.5,5.9,2.6,7.3,2.6,1.2,0.7,0.8814,0.9763,0.3478,0.6008,0.8024,3.6087,0.8854,0.7115,0.1186,0.5652,0.7431,0.0356,2.174,0.3043,0.2411,0.2411,0.2411,0.2213,0.9921,0.8261,0.8419,0.3478,3.2292,0.8735,9.253,0.747,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,9404,2784,593,2916,71,524,0,83,42,37,40,0,22,95,67,37,37,20.4,0.1,21.1,0.5,3.8,0,0.6,0.3,0.3,0.3,0,0.3,0.7,0.5,0.3,0.3
48,Texas,TX,48353,Nolan,48353,"Nolan County, Texas",911.9967627,14901,0,7075,66,5516,217,4628,547,528,166,1099,202,1659,234,2513,376,2716,52,3853,25,3067,371,436,101,539,237,6777,148,299,113,543,156,281,107,395,112,238,158,31.6,3.7,7.9,2.5,19.9,3.6,17.4,2.4,17.1,2.6,18.2,0.4,25.9,0.2,20.8,2.5,7.9,1.8,3.9,1.7,45.5,1,4.2,1.6,7.7,2.2,5.1,1.9,7.2,2,1.6,1.1,0.7905,0.8735,0.4269,0.5257,0.502,3.1186,0.7352,0.5534,0.6957,0.8775,0.6877,0.5731,3.3874,0.917,0.6126,0.6126,0.6126,0.7233,0.1779,0.751,0.83,0.4941,2.9763,0.7708,10.0949,0.8617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14720,2816,525,769,94,5716,0,25,35,39,34,0,22,228,99,0,0,19.2,0.2,5.2,0.6,38.4,0,0.2,0.2,0.3,0.2,0,0.3,1.5,0.7,0,0.3
48,Texas,TX,48355,Nueces,48355,"Nueces County, Texas",839.0650104,362151,0,150133,243,130482,1023,93401,4179,10094,1118,38180,1840,38363,1567,63133,2508,52453,98,88993,117,45304,1703,11023,1015,7801,809,257172,688,16753,1170,4771,528,5457,593,9050,745,8483,674,26.4,1.2,5.8,0.6,29.3,1.4,16.2,0.7,17.7,0.7,14.5,0.1,24.6,0,12.7,0.5,8.4,0.8,2.3,0.2,71,0.2,11.2,0.8,3.2,0.4,4.2,0.5,6.9,0.6,2.3,0.2,0.5336,0.6482,0.9328,0.4704,0.5771,3.1621,0.747,0.2885,0.5771,0.2174,0.7431,0.3518,2.1779,0.3083,0.8814,0.8814,0.8814,0.9249,0.0356,0.6008,0.8103,0.6126,2.9842,0.7826,9.2056,0.7431,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,383076,43562,3479,13052,242,232273,0,7376,303,735,230,297,67,3116,478,323,323,12.3,0,3.6,0.1,64.1,0,2,0.1,0.2,0.1,0.1,0.1,0.9,0.1,0.1,0.1
48,Texas,TX,48357,Ochiltree,48357,"Ochiltree County, Texas",917.6841691,9907,0,4152,46,3391,162,3065,582,180,120,680,179,1484,171,2322,494,1001,97,3105,32,1137,206,383,142,1161,261,5702,76,181,92,655,146,282,133,88,83,64,62,31.2,5.9,3.8,2.6,20.1,5.2,25.7,2.9,23.6,5,10.1,1,31.3,0.3,11.6,2.1,11.3,4.2,12.8,2.9,57.6,0.8,4.4,2.2,15.8,3.5,8.3,3.9,2.6,2.4,0.6,0.6,0.7826,0.2727,0.4506,0.8656,0.8893,3.2608,0.7826,0.0277,0.9486,0.1779,0.9368,0.9407,3.0317,0.8182,0.747,0.747,0.747,0.7312,0.5731,0.9328,0.1344,0.1067,2.4782,0.4901,9.5177,0.7787,0,0,0,0,0,0,0,1,0,1,1,3,0,0,0,0,1,0,0,1,4,9950,1681,562,7,11,5430,0,21,32,25,36,0,20,211,53,8,8,17.1,0.1,0.1,0.1,54.8,0,0.2,0.3,0.3,0.4,0,0.5,2.1,0.5,0.1,0.1
48,Texas,TX,48359,Oldham,48359,"Oldham County, Texas",1500.522532,2110,0,794,117,646,110,303,83,4,6,52,19,104,42,186,56,269,65,771,176,157,41,15,12,14,51,511,128,10,8,126,41,8,16,19,14,473,304,18.2,3.7,0.4,0.6,8,2.6,8.3,3.1,11.2,3.3,12.7,3.1,36.5,8.3,9.4,2.1,2.3,1.8,0.7,2.6,24.2,6.1,1.3,1,15.9,4.6,1.2,2.5,2.9,2.1,22.4,14.4,0.1423,0.0237,0.0237,0.0553,0.0988,0.3438,0.0158,0.166,1,0.0553,0.0395,0.0672,1.328,0.0079,0.1739,0.1739,0.1739,0.3478,0.5889,0.0711,0.1858,0.9644,2.158,0.3004,4.0037,0.0158,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,2,2437,211,409,86,68,382,99,20,22,0,14,0,14,23,33,0,0,12.9,2.4,4.1,3.2,18.1,4.7,0.9,1,0,2.1,0,2.1,1.1,1.6,0,2.1
48,Texas,TX,48361,Orange,48361,"Orange County, Texas",333.7855821,83776,0,37883,84,31570,604,17925,1652,1768,349,5457,584,6511,668,13438,1542,13112,84,20876,31,13876,854,2298,399,871,278,16683,404,1897,404,6765,561,728,192,1653,356,797,189,21.7,2,4.5,0.9,17.3,1.8,11.6,1.2,16.2,1.9,15.7,0.1,24.9,0,16.7,1,7.3,1.3,1.1,0.4,19.9,0.5,5,1.1,17.9,1.5,2.3,0.6,5.2,1.1,1,0.2,0.3281,0.419,0.2451,0.1976,0.419,1.6088,0.1779,0.3953,0.6166,0.5652,0.6245,0.1146,2.3162,0.4308,0.0949,0.0949,0.0949,0.7747,0.7075,0.2134,0.5178,0.2767,2.4901,0.4941,6.51,0.2253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73400,7989,867,7249,204,6790,0,962,160,206,108,0,33,1377,270,99,99,9.6,0,8.7,0.2,8.1,0,1.1,0.2,0.2,0.1,0,0.1,1.6,0.3,0.1,0.1
48,Texas,TX,48363,Palo Pinto,48363,"Palo Pinto County, Texas",952.5486511,28792,0,15522,59,10334,366,7274,668,772,189,2313,313,2426,308,4842,607,5581,85,6697,98,5069,553,580,192,708,218,7363,328,626,158,2556,319,321,122,444,117,251,133,25.6,2.3,5.8,1.4,22.4,2.9,12.3,1.6,17,2.1,19.4,0.3,23.3,0.3,17.8,1.9,5.6,1.8,2.6,0.8,25.6,1.1,4,1,16.5,2.1,3.1,1.2,4.3,1.1,0.9,0.5,0.4822,0.6482,0.6324,0.2253,0.4941,2.4822,0.4862,0.6364,0.4229,0.6798,0.3676,0.4111,2.5178,0.5889,0.2016,0.2016,0.2016,0.7036,0.6443,0.3597,0.4032,0.2134,2.3242,0.3953,7.5258,0.4466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24712,3954,572,686,82,5741,0,245,88,112,103,5,22,560,286,14,14,13.9,0.1,2.4,0.3,19.9,0,0.9,0.3,0.4,0.4,0,0.1,1.9,1,0,0.1
48,Texas,TX,48365,Panola,48365,"Panola County, Texas",811.3550903,23186,0,11338,63,8662,337,5873,744,277,124,1591,279,2511,402,3749,501,4427,61,5390,15,4016,464,469,158,292,149,6223,190,143,86,3381,421,324,120,401,173,434,117,25.9,3.3,2.9,1.3,18.4,3.1,16,2.5,16.3,2.2,19.1,0.3,23.2,0.1,17.5,2,5.4,1.8,1.3,0.7,26.8,0.8,1.3,0.8,29.8,3.8,3.7,1.4,4.6,2,1.9,0.5,0.5059,0.1423,0.3083,0.4625,0.4269,1.8459,0.253,0.6087,0.4111,0.6482,0.3281,0.1502,2.1463,0.2648,0.2411,0.2411,0.2411,0.3478,0.9684,0.5099,0.4387,0.5573,2.8221,0.6759,7.0554,0.3439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,21619,3241,588,3748,137,2054,0,71,63,32,37,0,26,304,103,14,14,14.2,0.1,16.2,0.6,8.9,0,0.3,0.3,0.1,0.2,0,0.2,1.3,0.4,0.1,0.1
48,Texas,TX,48367,Parker,48367,"Parker County, Texas",903.7196158,138447,0,50780,114,45848,559,20458,2144,3231,488,9081,818,10263,981,19377,1722,21533,151,34198,31,16794,1023,1619,302,2540,759,23759,581,1163,299,8379,850,987,210,1173,318,1660,319,15,1.6,4.7,0.7,19.8,1.8,11,1,14.1,1.3,15.6,0.1,24.7,0,12.3,0.7,3.5,0.7,2,0.6,17.2,0.4,2.3,0.6,16.5,1.7,2.2,0.5,2.6,0.7,1.2,0.2,0.0751,0.4625,0.4111,0.1542,0.2332,1.3361,0.1067,0.3874,0.5929,0.2095,0.0988,0.2885,1.5771,0.0435,0.0751,0.0751,0.0751,0.5534,0.6443,0.1976,0.1344,0.3478,1.8775,0.2016,4.8658,0.0553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119772,11726,1459,1783,308,17660,0,717,168,664,188,33,30,2754,407,148,148,8.6,0,1.3,0.2,12.8,0,0.5,0.1,0.5,0.1,0,0.1,2,0.3,0.1,0.1
48,Texas,TX,48369,Parmer,48369,"Parmer County, Texas",880.8191834,9639,0,3793,22,3213,132,2502,544,67,47,603,166,1561,274,1554,337,1370,48,2763,64,1248,219,104,69,972,278,6420,119,170,90,364,106,229,83,75,58,72,35,26.2,5.7,1.4,1,18.8,5.1,25.9,4.6,16.3,3.5,14.2,0.5,28.7,0.7,13.1,2.3,3.2,2.1,10.9,3.1,66.6,1.2,4.5,2.4,9.6,2.8,7.1,2.6,2.3,1.8,0.7,0.4,0.5217,0.0632,0.3478,0.8696,0.4269,2.2292,0.3953,0.2609,0.8775,0.2688,0.0751,0.9091,2.3914,0.4901,0.83,0.83,0.83,0.7431,0.2885,0.9012,0.0949,0.1462,2.1739,0.3043,7.6245,0.4625,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,2,10850,2057,447,85,62,6154,0,43,56,17,29,0,20,121,76,0,0,21.5,0.1,0.9,0.6,63.8,0,0.4,0.6,0.2,0.3,0,0.5,1.3,0.8,0,0.5
48,Texas,TX,48371,Pecos,48371,"Pecos County, Texas",4763.832629,15725,0,5784,165,4868,208,3581,734,66,37,901,213,2901,295,2561,603,1991,20,3877,97,1448,258,377,133,865,221,11818,219,306,163,1059,253,268,141,467,188,2365,444,26.8,5.4,1.1,0.6,18.5,4.3,27.5,2.8,19.1,4.4,12.7,0.1,24.7,0.6,10.8,1.9,7.7,2.7,5.9,1.5,75.2,1.4,5.3,2.8,18.3,4.2,5.5,2.9,9.6,4,15,2.8,0.5455,0.0474,0.3162,0.8814,0.6917,2.4822,0.4862,0.166,0.5929,0.1423,0.664,0.7747,2.3399,0.4545,0.9051,0.9051,0.9051,0.8024,0.7273,0.7945,0.9407,0.9407,4.2056,1,9.9328,0.8498,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,2,3,15476,3908,906,541,109,10855,0,113,106,111,92,25,25,155,123,18,18,29.3,1,3.4,0.7,69,0,0.7,0.7,0.7,0.6,0.2,0.2,1,0.8,0.1,0.2
48,Texas,TX,48373,Polk,48373,"Polk County, Texas",1057.044279,50155,0,26135,225,17945,616,12593,1154,1891,427,4219,552,6564,664,8267,843,9384,15,10128,40,10407,828,1527,334,1079,266,14499,368,290,114,6475,531,829,264,802,239,3672,567,27.1,2.5,9.1,2.1,23.5,3,18.1,1.8,17.8,1.8,18.7,0.1,20.2,0.1,22.4,1.8,8.5,1.8,2.3,0.6,28.9,0.7,1.1,0.4,24.8,2,4.6,1.5,4.5,1.3,7.3,1.1,0.5534,0.9289,0.7115,0.5692,0.5889,3.3519,0.8182,0.5889,0.1502,0.9447,0.7668,0.3518,2.8024,0.747,0.2688,0.2688,0.2688,0.3004,0.8854,0.6957,0.4269,0.8261,3.1345,0.8379,9.5576,0.7866,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,48628,9180,1430,4727,236,7697,0,386,46,712,88,22,31,955,261,0,0,19.7,0.2,9.4,0.5,15.3,0,0.8,0.1,1.4,0.2,0,0.1,1.9,0.5,0,0.1
48,Texas,TX,48375,Potter,48375,"Potter County, Texas",908.3894082,118323,0,50174,188,43957,561,39154,2081,1794,349,13622,895,17128,723,24649,1388,14871,61,32397,0,13760,756,3856,481,9325,771,66784,780,5746,534,3413,387,2350,390,3709,424,6867,459,35.1,1.9,3.4,0.7,31,2,22.8,1,22.1,1.2,12.6,0.1,27.4,0,12.3,0.7,8.8,1.1,8.5,0.7,56.4,0.7,11.5,1.1,6.8,0.8,5.3,0.9,8.4,1,5.8,0.4,0.8577,0.2134,0.9684,0.7866,0.8458,3.6719,0.9012,0.1621,0.8142,0.2095,0.8063,0.8577,2.8498,0.7628,0.7273,0.7273,0.7273,0.9289,0.1423,0.7826,0.9091,0.7866,3.5495,0.9407,10.7985,0.9209,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,2,3,147307,20552,1728,11804,474,45928,0,6051,261,596,98,75,60,2323,551,7,7,18.4,0.1,10,0.4,38.8,0,5.1,0.2,0.5,0.1,0.1,0.1,2,0.5,0,0.1
48,Texas,TX,48377,Presidio,48377,"Presidio County, Texas",3855.250651,6808,0,4065,183,2580,248,4032,415,309,297,657,223,2278,332,1715,442,1633,163,1812,301,1557,384,195,114,1778,422,5667,263,34,44,823,227,128,90,250,128,5,9,59.3,6.1,9.9,9.2,25.5,8.3,51.5,6.9,25.2,6.5,24,2.4,26.6,4.4,22.9,5.6,7.6,4.4,27.9,6.6,83.2,3.9,0.8,1.1,20.2,5.5,5,3.5,9.7,5,0.1,0.1,1,0.9565,0.834,0.996,0.9289,4.7154,0.996,0.8379,0.751,0.9526,0.6561,0.996,4.1936,1,0.9249,0.9249,0.9249,0.2411,0.7826,0.7352,0.9447,0.0553,2.7589,0.6364,12.5928,0.9881,1,1,0,1,1,4,0,0,1,0,1,2,1,1,0,0,0,1,0,1,8,6085,1538,392,0,20,5461,169,137,160,69,116,0,20,0,20,0,0,22.6,5.8,0,0.7,80.2,2.5,2,2.4,1,1.7,0,0.7,0,0.7,0,0.7
48,Texas,TX,48379,Rains,48379,"Rains County, Texas",229.4533267,12001,0,5416,19,4321,212,2405,407,210,109,676,137,1521,284,2160,414,2883,101,2305,60,2405,297,151,71,99,106,1793,119,59,33,1050,175,115,59,167,112,61,21,20.2,3.4,3.9,2,15.6,3.1,17,3.1,18.1,3.5,24,0.8,19.2,0.5,20.1,2.5,3.5,1.6,0.9,0.9,14.9,1,1.1,0.6,19.4,3.2,2.7,1.4,3.9,2.6,0.5,0.2,0.2134,0.2806,0.1621,0.5059,0.6206,1.7826,0.2332,0.8379,0.0791,0.8458,0.0988,0.0909,1.9525,0.166,0.0395,0.0395,0.0395,0.3004,0.7589,0.3004,0.336,0.083,1.7787,0.1502,5.5533,0.1107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9024,2199,517,335,24,1114,0,43,50,162,51,0,22,139,87,0,0,18.4,4.3,2.8,0.2,9.3,0,0.4,0.4,1.3,0.4,0,0.4,1.2,0.7,0,0.4
